choices,scores
5,0.9498956158663883
16,0.8016701461377871
4,0.7974947807933194
7,0.7390396659707724
13,0.6116910229645094
4,0.6116910229645094
4,0.6116910229645094
4,0.6116910229645094
4,0.6116910229645094
4,0.6116910229645094
