1.0067226891,1,1,1.2854077253,1.2965367965,1.9322580645,1.3995327103,1.5203045685,3.0406091371,1.2854077253,1.2965367965,1.8374233129,1.5518134715,1.9322580645,1.8374233129,1.5088161209,1.5088161209,1.5518134715,1.9322580645,1.5518134715,1.7212643678,1.2854077253,1.5398457584,1.9322580645,1.9385113269,3.1693121693,3.1693121693,1.4028103044,3.74375,1,1.0067226891,1.3995327103,1.0067226891,1.2854077253,2.6622222222,1.7212643678,1.5088161209,1.2854077253,1.8374233129,1,2.5274261603,1.0067226891,1.6456043956,1.0067226891,1.6456043956,1.7212643678,1.5088161209,2.8660287081,1,1.0067226891,3.74375,1.6565331058
1.2854077253,1.2854077253,1.3995327103,1.2965367965,1.9322580645,1.8374233129,1.8374233129,1.5088161209,1.5518134715,1.9322580645,1.2965367965,1.8374233129,1.5518134715,1.5518134715,1.2854077253,2.5274261603,1.9385113269,1.9385113269,3.1693121693,3.1693121693,1.9385113269,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.4825581395,1,1.3995327103,1.3995327103,1.3995327103,1.3995327103,1.0067226891,1.2854077253,1.2854077253,2.2950191571,2.286259542,1.0067226891,1.8374233129,1.8374233129,2.5274261603,2.5274261603,1.2854077253,1.6456043956,1.7212643678,1.6456043956,1.6456043956,1.7212643678,1.6456043956,2.286259542,1.0067226891,3.4825581395,1.8665593794
1.2854077253,1.2854077253,1.3995327103,1.2965367965,1.5203045685,1.8374233129,1.2854077253,1.2965367965,1.5518134715,1.5203045685,1.5518134715,2.5274261603,1.9385113269,1.9385113269,1.9385113269,3.1693121693,3.1693121693,3.1693121693,3.1693121693,1.9385113269,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1361256545,1.3995327103,1,1.3995327103,1.0067226891,2.2950191571,2.286259542,1.0067226891,1.9322580645,2.5274261603,2.5274261603,1.9385113269,1.6456043956,1.7212643678,1.7212643678,1.7212643678,1.7212643678,1.6456043956,1.6456043956,1.7212643678,1.7212643678,1.6456043956,1.7212643678,2.1941391941,2.286259542,3.1693121693,2.0040594724
1.2854077253,1.2854077253,1.2854077253,1.2854077253,1.3995327103,1.5203045685,1.2965367965,1.0067226891,3.1693121693,1.2965367965,2.5274261603,2.5274261603,1.9385113269,3.1693121693,3.1693121693,1.9385113269,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,1,1,1.5888594164,2.5274261603,2.2950191571,1.9322580645,2.5274261603,1.7212643678,1.7212643678,1.7212643678,1.7212643678,1.6456043956,1.6456043956,1.7212643678,1.6456043956,2.286259542,2.286259542,2.1941391941,3.1693121693,2.2798170583
1.2854077253,1.5088161209,1.2965367965,1.2965367965,1.5203045685,1.2965367965,3.1693121693,2.5274261603,2.2950191571,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,2.5274261603,1,1,1,2.2950191571,2.2950191571,2.5274261603,2.2950191571,1.9322580645,2.5274261603,1.7212643678,1.7212643678,1.7212643678,1.6456043956,1.6456043956,1.6456043956,1.7212643678,3.0406091371,2.1941391941,3.1693121693,2.4475395404
1.2854077253,2.5062761506,2.2950191571,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,2.5274261603,2.5274261603,1,2.2950191571,2.5274261603,2.2950191571,2.2950191571,2.2950191571,2.5274261603,1.7212643678,1.6456043956,1.6456043956,1.7212643678,1.7212643678,2.1941391941,3.0406091371,2.1941391941,3.1693121693,2.746794776
1.2854077253,2.5062761506,3.1693121693,2.2950191571,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,1,2.2950191571,2.5274261603,3.1693121693,1.6456043956,1.6456043956,1.7212643678,1.7212643678,1.6456043956,2.286259542,3.1693121693,2.860172245
3.1693121693,2.5274261603,3.1361256545,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,2.5062761506,1.9322580645,1.7212643678,3.0406091371,3.1693121693,3.0862738997
2.5274261603,3.1693121693,3.1361256545,3.1361256545,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.74375,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,2.5062761506,3.0406091371,1.9322580645,3.74375,3.126059882
3.1361256545,2.5062761506,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.74375,3.74375,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1693121693,3.1361256545,2.5062761506,2.5274261603,3.0406091371,3.74375,3.1490290004
